"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C04","Crime incident detection rate","2021","2021","13","Public Order and other Social Code Offences","40","Southern Region","%","89"
"RCD06C04","Crime incident detection rate","2021","2021","13","Public Order and other Social Code Offences","IE0","State","%","85"
"RCD06C04","Crime incident detection rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","%","62"
"RCD06C04","Crime incident detection rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","%","65"
"RCD06C04","Crime incident detection rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","%","51"
"RCD06C04","Crime incident detection rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","%","52"
"RCD06C04","Crime incident detection rate","2021","2021","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","%","58"
"RCD06C04","Crime incident detection rate","2022","2022","01","Homicide Offences","10","Dublin Metropolitan Region","%","73"
"RCD06C04","Crime incident detection rate","2022","2022","01","Homicide Offences","20","North Western Region","%","33"
"RCD06C04","Crime incident detection rate","2022","2022","01","Homicide Offences","30","Eastern Region","%","96"
"RCD06C04","Crime incident detection rate","2022","2022","01","Homicide Offences","40","Southern Region","%","81"
"RCD06C04","Crime incident detection rate","2022","2022","01","Homicide Offences","IE0","State","%","74"
"RCD06C04","Crime incident detection rate","2022","2022","02","Sexual Offences","10","Dublin Metropolitan Region","%","9"
"RCD06C04","Crime incident detection rate","2022","2022","02","Sexual Offences","20","North Western Region","%","7"
"RCD06C04","Crime incident detection rate","2022","2022","02","Sexual Offences","30","Eastern Region","%","12"
"RCD06C04","Crime incident detection rate","2022","2022","02","Sexual Offences","40","Southern Region","%","8"
"RCD06C04","Crime incident detection rate","2022","2022","02","Sexual Offences","IE0","State","%","9"
"RCD06C04","Crime incident detection rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","%","21"
"RCD06C04","Crime incident detection rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","%","34"
"RCD06C04","Crime incident detection rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","%","38"
"RCD06C04","Crime incident detection rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","%","34"
"RCD06C04","Crime incident detection rate","2022","2022","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","%","31"
"RCD06C04","Crime incident detection rate","2022","2022","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","%","83"
"RCD06C04","Crime incident detection rate","2022","2022","04","Dangerous or Negligent Acts","20","North Western Region","%","88"
"RCD06C04","Crime incident detection rate","2022","2022","04","Dangerous or Negligent Acts","30","Eastern Region","%","88"
"RCD06C04","Crime incident detection rate","2022","2022","04","Dangerous or Negligent Acts","40","Southern Region","%","84"
"RCD06C04","Crime incident detection rate","2022","2022","04","Dangerous or Negligent Acts","IE0","State","%","86"
"RCD06C04","Crime incident detection rate","2022","2022","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","%","36"
"RCD06C04","Crime incident detection rate","2022","2022","05","Kidnapping and Related Offences","20","North Western Region","%","19"
"RCD06C04","Crime incident detection rate","2022","2022","05","Kidnapping and Related Offences","30","Eastern Region","%","35"
"RCD06C04","Crime incident detection rate","2022","2022","05","Kidnapping and Related Offences","40","Southern Region","%","24"
"RCD06C04","Crime incident detection rate","2022","2022","05","Kidnapping and Related Offences","IE0","State","%","29"
"RCD06C04","Crime incident detection rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","%","23"
"RCD06C04","Crime incident detection rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","%","20"
"RCD06C04","Crime incident detection rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","%","32"
"RCD06C04","Crime incident detection rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","%","31"
"RCD06C04","Crime incident detection rate","2022","2022","06","Robbery, Extortion and Hijacking Offences","IE0","State","%","26"
"RCD06C04","Crime incident detection rate","2022","2022","07","Burglary and Related Offences","10","Dublin Metropolitan Region","%","20"
"RCD06C04","Crime incident detection rate","2022","2022","07","Burglary and Related Offences","20","North Western Region","%","17"
"RCD06C04","Crime incident detection rate","2022","2022","07","Burglary and Related Offences","30","Eastern Region","%","17"
"RCD06C04","Crime incident detection rate","2022","2022","07","Burglary and Related Offences","40","Southern Region","%","29"
"RCD06C04","Crime incident detection rate","2022","2022","07","Burglary and Related Offences","IE0","State","%","20"
"RCD06C04","Crime incident detection rate","2022","2022","08","Theft and Related Offences","10","Dublin Metropolitan Region","%","26"
"RCD06C04","Crime incident detection rate","2022","2022","08","Theft and Related Offences","20","North Western Region","%","34"
"RCD06C04","Crime incident detection rate","2022","2022","08","Theft and Related Offences","30","Eastern Region","%","36"
"RCD06C04","Crime incident detection rate","2022","2022","08","Theft and Related Offences","40","Southern Region","%","39"
"RCD06C04","Crime incident detection rate","2022","2022","08","Theft and Related Offences","IE0","State","%","31"
"RCD06C04","Crime incident detection rate","2022","2022","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","%","8"
"RCD06C04","Crime incident detection rate","2022","2022","09","Fraud, Deception and Related Offences","20","North Western Region","%","8"
"RCD06C04","Crime incident detection rate","2022","2022","09","Fraud, Deception and Related Offences","30","Eastern Region","%","7"
"RCD06C04","Crime incident detection rate","2022","2022","09","Fraud, Deception and Related Offences","40","Southern Region","%","8"
"RCD06C04","Crime incident detection rate","2022","2022","09","Fraud, Deception and Related Offences","IE0","State","%","8"
"RCD06C04","Crime incident detection rate","2022","2022","10","Controlled Drug Offences","10","Dublin Metropolitan Region","%","83"
"RCD06C04","Crime incident detection rate","2022","2022","10","Controlled Drug Offences","20","North Western Region","%","75"
"RCD06C04","Crime incident detection rate","2022","2022","10","Controlled Drug Offences","30","Eastern Region","%","87"
"RCD06C04","Crime incident detection rate","2022","2022","10","Controlled Drug Offences","40","Southern Region","%","80"
"RCD06C04","Crime incident detection rate","2022","2022","10","Controlled Drug Offences","IE0","State","%","83"
"RCD06C04","Crime incident detection rate","2022","2022","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","%","77"
"RCD06C04","Crime incident detection rate","2022","2022","11","Weapons and Explosives Offences","20","North Western Region","%","65"
"RCD06C04","Crime incident detection rate","2022","2022","11","Weapons and Explosives Offences","30","Eastern Region","%","68"
"RCD06C04","Crime incident detection rate","2022","2022","11","Weapons and Explosives Offences","40","Southern Region","%","65"
"RCD06C04","Crime incident detection rate","2022","2022","11","Weapons and Explosives Offences","IE0","State","%","71"
"RCD06C04","Crime incident detection rate","2022","2022","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","%","17"
"RCD06C04","Crime incident detection rate","2022","2022","12","Damage to Property and to the Environment","20","North Western Region","%","23"
"RCD06C04","Crime incident detection rate","2022","2022","12","Damage to Property and to the Environment","30","Eastern Region","%","23"
"RCD06C04","Crime incident detection rate","2022","2022","12","Damage to Property and to the Environment","40","Southern Region","%","22"
"RCD06C04","Crime incident detection rate","2022","2022","12","Damage to Property and to the Environment","IE0","State","%","20"
"RCD06C04","Crime incident detection rate","2022","2022","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","%","80"
"RCD06C04","Crime incident detection rate","2022","2022","13","Public Order and other Social Code Offences","20","North Western Region","%","82"
"RCD06C04","Crime incident detection rate","2022","2022","13","Public Order and other Social Code Offences","30","Eastern Region","%","84"
"RCD06C04","Crime incident detection rate","2022","2022","13","Public Order and other Social Code Offences","40","Southern Region","%","87"
"RCD06C04","Crime incident detection rate","2022","2022","13","Public Order and other Social Code Offences","IE0","State","%","83"
"RCD06C04","Crime incident detection rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","%","64"
"RCD06C04","Crime incident detection rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","%","59"
"RCD06C04","Crime incident detection rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","%","55"
"RCD06C04","Crime incident detection rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","%","58"
"RCD06C04","Crime incident detection rate","2022","2022","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","%","61"
